Engine,url,Make,Model,id,ModalInfo,Dealership,Location,first_seen,Price,last_seen
"2,0",https://www.nettiauto.com/volkswagen/golf/8861275,Volkswagen,Golf,8861275,"GTI 2,0 TSI 169 DSG, Uusi GTI! Esittelyauto!",True,Lohja,17.07.2017,39900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8569803,Volkswagen,Golf,8569803,"Trendline 1,2 TSI BlueM 5ov (MY14)",False,Helsinki,17.07.2017,14500,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8892741,Volkswagen,Golf,8892741,Trendline 1.4 TSI 90kw 5-ov,False,Turku,17.07.2017,8000,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8758578,Volkswagen,Golf,8758578,"Comfort 1,2 TSI 77 BlueMot Tech 5ov DSG - Maksuton toimitus sinua lähimpään liikkeeseemme! - Hyvitämme vähintään 1000€ v",True,Ylivieska,17.07.2017,13900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8790623,Volkswagen,Golf,8790623,"Trendline 1,6 TDI 66 kW (90 hv)",True,Seinäjoki,17.07.2017,23740,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8710992,Volkswagen,Golf,8710992,"GTD 2,0 125 kW (170 hv) 4-ovinen",True,Ylivieska,17.07.2017,16900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8623977,Volkswagen,Golf,8623977,"Comfortline 1,6 TDI 85 DSG",True,Kajaani,17.07.2017,35900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8852126,Volkswagen,Golf,8852126,"Highline 2,0 TDI 110 kW (150 hv) BlueMotion Technology 4MOTION 4-ovinen",False,Pirkkala,17.07.2017,29500,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8797934,Volkswagen,Golf,8797934,"1,2 TSI 5D HB",True,Vaasa,17.07.2017,18990,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8657372,Volkswagen,Golf,8657372,"Comfortline 1,0 TSI 81 DSG",True,Kokkola,17.07.2017,31900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8928565,Volkswagen,Golf,8928565,"Comfort 1.2 TSI 77 BlueMot Tech 5ov - rahoitustarjous korko 0,90 % + kulut",True,Vantaa,17.07.2017,12800,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8886530,Volkswagen,Golf,8886530,"GTD 2,0 125 kW (170 HV!) *4-OVINEN* *VETOKOUKKU* *VÄHÄN AJETTU* *SIISTI*",True,Lohja,17.07.2017,17400,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8822351,Volkswagen,Golf,8822351,"HETI AJOON! Comfortline 1,4 TSI 92 (MY18)",True,Kuopio,17.07.2017,28800,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8826909,Volkswagen,Golf,8826909,1.6 TDI 77KW TRENDLINE AUTOMATIC 5OV HATCHBACK ILMASTOINNILLA. Myös vaihto ja rahoitus. Nyt jopa ilman käsirahaa.,True,Espoo,17.07.2017,12499,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8705527,Volkswagen,Golf,8705527,"Comfortline 1,4 TSI 90kw 5-ov",False,Tampere,17.07.2017,12000,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8953106,Volkswagen,Golf,8953106,"BlueMotion 1,6 TDI 77kw 5-ov",False,Raisio,17.07.2017,11900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8933235,Volkswagen,Golf,8933235,"Highline 2,0 TDI 110 kW (150 hv) BlueMotion Technology 4MOTION 4-ovinen",True,Lahti,17.07.2017,24800,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8941862,Volkswagen,Golf,8941862,"Comfortline 1,6 TDI 81kW (110 hv) BlueM. 5-ov Bi-Xenon ym!",True,Tuusula,17.07.2017,19900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8940383,Volkswagen,Golf,8940383,"Comfortline 1,2 TSI 77 kW (105 hv) BlueMotion Technology 4-ovinen",True,Kotka,17.07.2017,17400,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8796441,Volkswagen,Golf,8796441,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Vaasa,17.07.2017,45055,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8889271,Volkswagen,Golf,8889271,"GTI 2.0 TSI 155kW 5d, 19"" Alut, Navi, Alustasrj, Putkisto, Aut.ilmastointi, Huoltokrj, Näyttävä!",True,Tuusula,17.07.2017,19900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8906701,Volkswagen,Golf,8906701,"HETI AJOON! Trendline 1,0 TSI 63",True,Kuopio,17.07.2017,21600,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8906700,Volkswagen,Golf,8906700,"HETI AJOON Comfortline 1,0 TSI 81",True,Kuopio,17.07.2017,26700,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8906702,Volkswagen,Golf,8906702,"HETI AJOON! Trendline 1,0 TSI 63",True,Kuopio,17.07.2017,21600,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8951004,Volkswagen,Golf,8951004,"BlueMotion 1,6 TDI 77 kW (105 hv) 2-ovinen **** Rahoituskorko vain 1,9 % koko autovalikoimaan la 22.",True,Jyväskylä,17.07.2017,8200,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8758890,Volkswagen,Golf,8758890,"Comfortline 1,0 TSI 81 DSG",True,Varkaus,17.07.2017,28332,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8893467,Volkswagen,Golf,8893467,"Comfortline 1,4 TSI MultiFuel BlueM 5ov",True,Tampere,17.07.2017,15500,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8903676,Volkswagen,Golf,8903676,"Highline 1,6 TDI 77 kW (105 hv) BlueMotion Technol",True,Turku,17.07.2017,21900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8842145,Volkswagen,Golf,8842145,"Allstar 1,2 TSI 81 kW (110 hv) DSG-automaatti",True,Vaasa,17.07.2017,23900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8825143,Volkswagen,Golf,8825143,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Lappeenranta,17.07.2017,45145,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8759175,Volkswagen,Golf,8759175,"Trendline 1,2 TSI 63kw BlueM 5ov",True,Tampere,17.07.2017,14990,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8894181,Volkswagen,Golf,8894181,"GTD 2,0 125 kW (170 hv) Jopa ilman käsirahaa. Harvinainen ja näyttävä Sportti.",True,Tampere,17.07.2017,16990,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8825140,Volkswagen,Golf,8825140,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Lappeenranta,17.07.2017,45145,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8699457,Volkswagen,Golf,8699457,"Comfortline 1,4 TSI 92kW DSG-Automaatti **UUSI GOLF HETI TOIMITUKSEEN**",True,Iisalmi,17.07.2017,31000,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8926820,Volkswagen,Golf,8926820,"Highline 1,4 TSI 90 5ov DSG",False,Espoo,17.07.2017,14200,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8940818,Volkswagen,Golf,8940818,"1,6 TDI 130 hv 4-ovinen R-look",False,Pyhäjärvi,17.07.2017,9000,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8957906,Volkswagen,Golf,8957906,"Highline 1,6 TDI BlueM 5ov DSG (MY14)",True,Porvoo,17.07.2017,18900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8907478,Volkswagen,Golf,8907478,"Trendline 1,0 TSI 85hv",True,Porvoo,17.07.2017,21397,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8917629,Volkswagen,Golf,8917629,"*HUIPPUVARUSTEET* 2.0 TDI Highline 103 kW Aut. 5D Viistoperä. Tarkastettuna, Rahoituksella, Kotiin toimitettuna!",True,Espoo,17.07.2017,13490,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8496521,Volkswagen,Golf,8496521,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology 4-ovinen",True,Salo,17.07.2017,22750,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8537007,Volkswagen,Golf,8537007,"Highline 1,6 TDI BlueM 3ov DSG",True,Hämeenlinna,17.07.2017,16490,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8606807,Volkswagen,Golf,8606807,"Comfortline 1,2 TSI 77 kW (105 hv) BlueMotion Tech",True,Rauma,17.07.2017,17750,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8963855,Volkswagen,Golf,8963855,"Comfort 1,2 TSI 77 BlueMot Tech 5ov",True,Oulu,17.07.2017,11770,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8882366,Volkswagen,Golf,8882366,"BlueMotion 1,6 TDI 77 kW (105 hv) 4-ovinen",True,Seinäjoki,17.07.2017,15700,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8750915,Volkswagen,Golf,8750915,"Comfortline 2,0 TDI 103kw 5-ov *Rahoitustarjous 1,5%+kulut*",True,Oulu,17.07.2017,12850,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8898264,Volkswagen,Golf,8898264,"Trendline 1,0 TSI 63 kW (85 hv)",True,Seinäjoki,17.07.2017,20885,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8955648,Volkswagen,Golf,8955648,"Comfortline 1,4 TSI 90 kW 4-ovinen *rahoitus alkaen 180e/kk*",True,Kalajoki,17.07.2017,11900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/7355659,Volkswagen,Golf,7355659,"Comfortline 1,6 TDI 77 BlueMoT 5-ov DSG",True,Oulu,17.07.2017,12900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8957516,Volkswagen,Golf,8957516,"Highline 1,4 TSI 118kw 5-ov",True,Jyväskylä,17.07.2017,14800,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8935820,Volkswagen,Golf,8935820,"Comfortline 1,0 TSI 81 (MY18)",True,Joensuu,17.07.2017,23900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8606809,Volkswagen,Golf,8606809,"Comfortline 1,2 TSI 77 kW (105 hv) BlueMotion Tech",True,Rauma,17.07.2017,12450,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8810867,Volkswagen,Golf,8810867,"Comfortline 1,4 TSI 103 kW (140 hv) BlueMotion Tec",True,Alavus,17.07.2017,17900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8938681,Volkswagen,Golf,8938681,"Trendline 1,2 TSI 77 kW (105 hv) BlueMotion Techno",True,Espoo,17.07.2017,14900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8935821,Volkswagen,Golf,8935821,"Comfortline 1,0 TSI 81 DSG (MY18)",True,Joensuu,17.07.2017,31019,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8937115,Volkswagen,Golf,8937115,"R DSG6 4-motion 300hv **NAVI, ADAPT. CRUISE, KATTOLUUKKU, XENON, HUOLTOKIRJA YM!**",True,Vantaa,17.07.2017,46900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8731659,Volkswagen,Golf,8731659,"HUIPPU VARUSTEET! Highline 1,4 TSI 92 DSG (MY17)",True,Kuopio,17.07.2017,34200,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8417515,Volkswagen,Golf,8417515,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technol 6 KK KOROTONTA JA KULUTONTA MAKSUAIKAA",True,Seinäjoki,17.07.2017,14890,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8834393,Volkswagen,Golf,8834393,"Highline 1,6 TDI 77 kW (105 hv) BlueMotion Technology DSG-automaatti 4-ovinen",True,Savonlinna,17.07.2017,9800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8729670,Volkswagen,Golf,8729670,"1,2TSI 63kW BMTrendline 5D HB **TARJOUSAUTO KORKO VAIN 1%**",True,Rovaniemi,17.07.2017,16900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8654015,Volkswagen,Golf,8654015,"Comfortline 1,0 TSI 81 kW (110 hv) DSG-automaatti",True,Ylivieska,17.07.2017,30900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8746669,Volkswagen,Golf,8746669,"Trendline 1,0 TSI 63 kW (85 hv)",True,Oulu,17.07.2017,20797,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8925071,Volkswagen,Golf,8925071,"Comfortline 1,2 TSI BlueM 5ov (MY15)",True,Kajaani,17.07.2017,18900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8944231,Volkswagen,Golf,8944231,"Comfortline 1,4 TSI 90kw 5-ov",True,Mikkeli,17.07.2017,10800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8908036,Volkswagen,Golf,8908036,"Trendline 1,4 59 kW 5-ovinen 6 KK KOROTONTA JA KULUTONTA MAKSUAIKAA",True,Helsinki,17.07.2017,9880,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8914011,Volkswagen,Golf,8914011,"Comfortline 1,2 TSI 77 BlueM 5ov DSG",False,Helsinki,17.07.2017,13490,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8927295,Volkswagen,Golf,8927295,"Comfortline 1,6 TDI BlueM 5ov DSG",False,Espoo,17.07.2017,14650,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8934169,Volkswagen,Golf,8934169,1.2TSI 77kW Trendline,True,Ylivieska,17.07.2017,11900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8726734,Volkswagen,Golf,8726734,"Comfortline 1,4 TSI MultiFuel BlueM 5ov aj vain 42 TARJOUSAUTO KORKO 1%",True,Raahe,17.07.2017,19500,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8793448,Volkswagen,Golf,8793448,"GTI 2,0 TSI 169 kW (230 hv) DSG-automaatti",True,Pori,17.07.2017,41768,17.07.2017
,https://www.nettiauto.com/volkswagen/golf/8964496,Volkswagen,Golf,8964496,85kw,True,Espoo,17.07.2017,30900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8942147,Volkswagen,Golf,8942147,"Comfortline 1,4 TSI BlueM 5ov DSG (MY14)",True,Lahti,17.07.2017,18900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8866011,Volkswagen,Golf,8866011,"Comfortline 1,4 TSI MultiFuel BlueM 5ov",True,Tampere,17.07.2017,18900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8953077,Volkswagen,Golf,8953077,"Comfortline 1,6 TDI 77 BlueMoT 5-ov rahoitus 0,99 %",True,Huittinen,17.07.2017,11500,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8772936,Volkswagen,Golf,8772936,"Comfortline 1,4 TSI 92 kW (125 hv)",True,Seinäjoki,17.07.2017,28992,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8951182,Volkswagen,Golf,8951182,"R 2,0 199kw 4motion 5-ov DSG *Hieno*",False,Helsinki,17.07.2017,32000,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/7833633,Volkswagen,Golf,7833633,"Allstar 1,2 TSI 81 kW (110 hv) DSG-automaatti",True,Ylivieska,17.07.2017,26900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8442766,Volkswagen,Golf,8442766,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technology 4-ov ""6KK KOROTONTA JA KULUTONTA MAKSUAIKAA""",True,Kuopio,17.07.2017,14890,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8853985,Volkswagen,Golf,8853985,"Highline 1,6 TDI BlueM 5ov DSG",True,Tampere,17.07.2017,17900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8949252,Volkswagen,Golf,8949252,"Trendline 1,4 TSI 90 kW 4-ovinen",True,Tuusula,17.07.2017,8490,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/7611473,Volkswagen,Golf,7611473,5D Golf,True,Rovaniemi,17.07.2017,10850,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8878461,Volkswagen,Golf,8878461,"Allstar 1,4 TSI 92 kW (125 hv) DSG-automaatti 6 KK KOROTONTA JA KULUTONTA MAKSUAIKAA",True,Helsinki,17.07.2017,26900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8781288,Volkswagen,Golf,8781288,"Trendline 1,2 TSI 63 5ov",True,Kuopio,17.07.2017,14900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8732374,Volkswagen,Golf,8732374,"Comfortline 1,0 TSI 110HV UUSI GOLF! NOPEAAN TOIMITUKSEEN",True,Hyvinkää,17.07.2017,24900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8732373,Volkswagen,Golf,8732373,"Comfortline 1,6 TDI 115HV DSG-AUT. UUSI FACELIFT GOLF UUDELLA VÄRILLÄ!",True,Hyvinkää,17.07.2017,30248,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8850932,Volkswagen,Golf,8850932,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology 4-ovinen",True,Kouvola,17.07.2017,15800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8305656,Volkswagen,Golf,8305656,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technology 4-ov ""6KK KOROTONTA JA KULUTONTA MAKSUAIKAA""",True,Kuopio,17.07.2017,14890,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8919390,Volkswagen,Golf,8919390,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology 4MOTION 4-ovinen",False,Suomen ulkopuolella,17.07.2017,11300,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8958868,Volkswagen,Golf,8958868,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti 4-ovinen,True,Tuusula,17.07.2017,34900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8934634,Volkswagen,Golf,8934634,"Ttendline 1,2 TSI 63 BlueMotion 5ov (MY15) - Maksuton toimitus sinua lähimpään liikkeeseemme! - Hyvitämme vähintä?",True,Jyväskylä,17.07.2017,14380,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8654860,Volkswagen,Golf,8654860,"Comfortline 1,0 TSI 81 kW (110 hv)",True,Pori,17.07.2017,24900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8822461,Volkswagen,Golf,8822461,"Comfortline 1,0 TSI 81",True,Mikkeli,17.07.2017,24300,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8962915,Volkswagen,Golf,8962915,Highline 2.0 TDI 103kw 5-ov,False,Asikkala,17.07.2017,10300,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8796407,Volkswagen,Golf,8796407,"Comfortline 1,4 TSI 92 kW (125 hv) DSG-automaatti",True,Pori,17.07.2017,30924,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8737506,Volkswagen,Golf,8737506,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Oulu,17.07.2017,45145,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8863313,Volkswagen,Golf,8863313,"Comfortline 1,4 TSI 90kw 5-ov",True,Tampere,17.07.2017,14500,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8818705,Volkswagen,Golf,8818705,"Trendline 1,0 TSI 63 UUSI AUTO NOPEAAN TOIOMITUKSEEN!",True,Lohja,17.07.2017,20297,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8811240,Volkswagen,Golf,8811240,"Luxline 1,2 TSI 63 5ov Polttoainelämmitin",True,Tampere,17.07.2017,19500,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8869618,Volkswagen,Golf,8869618,"Comfortline 1,4 TSI 90kw 5-ov rahoitus 0,99 %",True,Huittinen,17.07.2017,13900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8643069,Volkswagen,Golf,8643069,"Highline 1,4 TSI 92 kW (125 hv) UUSI FACELIFT GOLF!",True,Hyvinkää,17.07.2017,32855,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8929580,Volkswagen,Golf,8929580,"BlueMotion 1,6 TDI 77 5ov",False,Kaustinen,17.07.2017,13900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8954348,Volkswagen,Golf,8954348,,False,Oulu,17.07.2017,3600,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8906857,Volkswagen,Golf,8906857,"Comfortline 2,0 TDI 103kw BlueMoT 5-ov **Korko Huoltorahalla vain 1,9%+kulut**",True,Hyvinkää,17.07.2017,11490,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8827221,Volkswagen,Golf,8827221,"Comfortline 1,2 TSI 77 kW (105 hv) DSG-automaatti 4-ovinen",False,Turku,17.07.2017,10600,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8857084,Volkswagen,Golf,8857084,"GTD 2,0 125 kW (170 hv) 4-ovinen",False,Närpiö,17.07.2017,14900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8851464,Volkswagen,Golf,8851464,"Comfortline 1,2 TSI 77 kW (105 hv) DSG-automaatti 4-ovinen 160 000",False,Salo,17.07.2017,11000,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/7411204,Volkswagen,Golf,7411204,"Comfortline 1,6 TDI 77 BlueMoT 5-ov",True,Oulu,17.07.2017,12800,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/7143444,Volkswagen,Golf,7143444,"Trendline 1,6 TDI 66 kW (90 hv) BlueMotion Technology 4-ovinen",True,Rovaniemi,17.07.2017,19990,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8876896,Volkswagen,Golf,8876896,"GTD 2,0 125 kW (170 hv) DSG-automaatti 2-ovinen",True,Helsinki,17.07.2017,17600,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8716400,Volkswagen,Golf,8716400,"Comfortline 1,2 TSI BlueM 5ov DSG (MY14)",True,Savonlinna,17.07.2017,19900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8924758,Volkswagen,Golf,8924758,"Comfortline 1,6 TDI BlueM 5ov (MY14)",False,Kuopio,17.07.2017,14900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8546593,Volkswagen,Golf,8546593,"Comfortline 1,6 TDI BlueM 5ov (MY14) "" TARJOUSAUTO KORKO 1 % """,True,Kajaani,17.07.2017,20500,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8941268,Volkswagen,Golf,8941268,"BlueMotion 1,6 TDI 77 kW (105 hv) 4-ovinen",True,Porvoo,17.07.2017,12900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8522508,Volkswagen,Golf,8522508,Comfortline 1.4 TSI 90kw 5-ov DSG,True,Lahti,17.07.2017,8500,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8796971,Volkswagen,Golf,8796971,"Trendline 1,2 TSI 63 BlueM 5ov (MY15)",True,Kuopio,17.07.2017,15400,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8802289,Volkswagen,Golf,8802289,"Highline 1,4 TSI 118 kW, DSG-autom. 4-ovinen",False,Espoo,17.07.2017,12499,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8803878,Volkswagen,Golf,8803878,"1.2 TSI 77kw Trendline 5-ovinen ***RAHOITUSTARJOUS 0,95%*** ***RAHOITUSTARJOUS 0,95%***",True,Ylivieska,17.07.2017,14400,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8734893,Volkswagen,Golf,8734893,"Comfortline 1,0 TSI 81Kw DSG-Automaatti **UUSI GOLF HETI TOIMITUKSEEN**",True,Iisalmi,17.07.2017,31000,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8955825,Volkswagen,Golf,8955825,"Comfortline 1,4 TSI 90kw 5-ov DSG",True,Mikkeli,17.07.2017,12800,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8906656,Volkswagen,Golf,8906656,"OSTA FIKSU DIILILLÄ Trendline 1,0 TSI 63",True,Kuopio,17.07.2017,22450,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8839791,Volkswagen,Golf,8839791,"Comfortline 1,6 TDI BlueM 5ov (MY14) Merkkihuollettu, erittäin siisti!",True,Lohja,17.07.2017,19900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8855362,Volkswagen,Golf,8855362,"GTI Performance 2,0 TSI 5ov DSG 1. omisteinen ja merkkihuollettu, Xenon, Navi, ACC, Keyless",True,Lohja,17.07.2017,32900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8898421,Volkswagen,Golf,8898421,Comfortline 1.4 TSI 90kw 5-ov DSG - Maksuton toimitus sinua lähimpään liikkeeseemme! - Hyvitämme vähintään 1000??,True,Mikkeli,17.07.2017,12399,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8830774,Volkswagen,Golf,8830774,"GTI 2,0 TSI 169 kW (230 hv) DSG-automaatti",True,Lappeenranta,17.07.2017,40900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8830770,Volkswagen,Golf,8830770,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology 4-ovinen",True,Lappeenranta,17.07.2017,21700,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8830771,Volkswagen,Golf,8830771,"Comfortline 1,0 TSI 81 kW (110 hv) DSG-automaatti",True,Lappeenranta,17.07.2017,30700,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8914050,Volkswagen,Golf,8914050,"Highline 2,0 TDI BlueM 5ov DSG (MY14)",False,Helsinki,17.07.2017,19790,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/7833634,Volkswagen,Golf,7833634,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Tech",True,Ylivieska,17.07.2017,25900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8858574,Volkswagen,Golf,8858574,"Comfortline 1,2 TSI 77 kW (105 hv) ***RAHOITUSTARJOUS 0,95%*** ***RAHOITUSTARJOUS 0,95%***",True,Ylivieska,17.07.2017,16900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8908602,Volkswagen,Golf,8908602,"Trendline 1,2 TSI 63 BlueM 5ov (MY15)",False,Tampere,17.07.2017,15200,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8944379,Volkswagen,Golf,8944379,"GTD 2,0 125 5ov DSG",True,Kokkola,17.07.2017,24900,17.07.2017
